id,staff_account_id,day_of_week,start_time,end_time,is_active,created_at,updated_at
78,22,6,09:00:00,18:00:00,1,2026-04-19 07:17:00,2026-05-13 07:17:00
79,23,1,10:00:00,19:00:00,1,2026-08-06 05:10:00,2026-08-10 05:10:00
80,23,2,10:00:00,19:00:00,0,2026-08-06 05:10:00,2026-08-07 05:10:00
81,23,3,10:00:00,19:00:00,1,2026-08-06 05:10:00,2026-08-18 05:10:00
82,23,4,10:00:00,19:00:00,1,2026-08-06 05:10:00,2026-08-12 05:10:00
83,23,5,10:00:00,19:00:00,1,2026-08-06 05:10:00,2026-08-17 05:10:00
84,23,6,10:00:00,19:00:00,1,2026-08-06 05:10:00,2026-08-26 05:10:00
85,24,1,09:00:00,18:00:00,1,2026-03-08 14:36:00,2026-03-14 14:36:00
86,24,2,09:00:00,18:00:00,1,2026-03-08 14:36:00,2026-03-17 14:36:00
87,24,3,09:00:00,18:00:00,0,2026-03-08 14:36:00,2026-04-07 14:36:00
88,24,4,09:00:00,18:00:00,1,2026-03-08 14:36:00,2026-04-02 14:36:00
89,24,5,09:00:00,18:00:00,1,2026-03-08 14:36:00,2026-03-30 14:36:00
90,24,6,09:00:00,18:00:00,1,2026-03-08 14:36:00,2026-03-22 14:36:00
91,25,1,10:00:00,19:00:00,1,2026-05-31 12:26:00,2026-06-07 12:26:00
92,25,2,10:00:00,19:00:00,1,2026-05-31 12:26:00,2026-06-26 12:26:00
93,25,3,10:00:00,19:00:00,1,2026-05-31 12:26:00,2026-06-30 12:26:00
94,25,4,10:00:00,19:00:00,0,2026-05-31 12:26:00,2026-06-03 12:26:00
95,25,5,10:00:00,19:00:00,1,2026-05-31 12:26:00,2026-06-19 12:26:00
96,25,6,10:00:00,19:00:00,1,2026-05-31 12:26:00,2026-06-01 12:26:00
