id,customer_id,package_id,staff_id,status_id,booking_start,booking_end,customer_note,assignment_type,assigned_by_manager_id,created_at,updated_at
54,70,8,\N,1,2026-09-15 10:00:00,2026-09-15 11:15:00,Da nhạy cảm,\N,\N,2026-08-26 03:00:00,2026-08-26 05:00:00
55,50,4,8,2,2026-10-03 09:00:00,2026-10-03 09:45:00,Khách muốn phòng yên tĩnh,MANUAL,1,2026-09-26 05:00:00,2026-09-26 07:00:00
56,114,3,4,3,2026-09-14 13:30:00,2026-09-14 15:00:00,Da nhạy cảm,CUSTOMER,\N,2026-08-31 13:30:00,2026-09-14 12:00:00
57,25,6,9,5,2026-09-02 13:30:00,2026-09-02 14:15:00,Đến sớm 10 phút,AUTO,\N,2026-08-25 07:30:00,2026-08-25 09:30:00
58,67,9,11,2,2026-09-29 11:00:00,2026-09-29 13:00:00,Ưu tiên nhân viên nữ,MANUAL,1,2026-09-25 09:00:00,2026-09-25 11:00:00
59,41,3,5,5,2026-10-09 15:30:00,2026-10-09 17:00:00,Ưu tiên nhân viên nữ,CUSTOMER,\N,2026-09-20 15:30:00,2026-09-20 17:30:00
60,80,2,12,2,2026-10-08 15:30:00,2026-10-08 16:15:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-09-08 06:30:00,2026-09-08 08:30:00
61,40,6,14,4,2026-07-14 15:30:00,2026-07-14 16:15:00,Da nhạy cảm,MANUAL,2,2026-06-14 11:30:00,2026-07-14 17:30:00
62,68,6,15,4,2026-07-13 13:30:00,2026-07-13 14:15:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-07-03 03:30:00,2026-07-13 15:30:00
63,100,7,7,1,2026-10-06 13:30:00,2026-10-06 14:30:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-09-30 10:30:00,2026-09-30 12:30:00
64,114,8,12,5,2026-09-02 11:00:00,2026-09-02 12:15:00,Khách muốn phòng yên tĩnh,MANUAL,1,2026-08-27 02:00:00,2026-08-27 04:00:00
65,108,8,7,2,2026-10-13 13:30:00,2026-10-13 14:45:00,Da nhạy cảm,CUSTOMER,\N,2026-09-21 04:30:00,2026-09-21 06:30:00
66,75,5,15,2,2026-10-01 13:30:00,2026-10-01 15:00:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-09-16 05:30:00,2026-09-16 07:30:00
67,71,2,13,4,2026-07-07 09:00:00,2026-07-07 09:45:00,Khách lần đầu sử dụng dịch vụ,MANUAL,2,2026-06-07 08:00:00,2026-07-07 11:00:00
68,99,6,10,4,2026-07-18 09:00:00,2026-07-18 09:45:00,Đến sớm 10 phút,CUSTOMER,\N,2026-06-21 07:00:00,2026-07-18 11:00:00
69,109,9,11,4,2026-07-16 09:00:00,2026-07-16 11:00:00,Đến sớm 10 phút,AUTO,\N,2026-06-25 01:00:00,2026-07-16 11:00:00
70,46,3,8,4,2026-07-24 15:30:00,2026-07-24 17:00:00,Ưu tiên nhân viên nữ,MANUAL,2,2026-07-15 15:30:00,2026-07-24 17:30:00
71,24,6,15,5,2026-09-24 11:00:00,2026-09-24 11:45:00,Đến sớm 10 phút,CUSTOMER,\N,2026-09-13 07:00:00,2026-09-13 09:00:00
72,66,9,8,4,2026-08-06 13:30:00,2026-08-06 15:30:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-07-08 07:30:00,2026-08-06 15:30:00
73,39,8,12,3,2026-09-14 13:30:00,2026-09-14 14:45:00,Ưu tiên nhân viên nữ,MANUAL,2,2026-08-23 09:30:00,2026-09-14 12:00:00
74,73,7,\N,6,2026-08-25 10:00:00,2026-08-25 11:00:00,Ưu tiên nhân viên nữ,\N,\N,2026-08-19 03:00:00,2026-08-19 05:00:00
75,73,1,7,2,2026-09-16 11:00:00,2026-09-16 12:00:00,\N,AUTO,\N,2026-09-04 04:00:00,2026-09-04 06:00:00
76,89,3,12,4,2026-08-01 09:00:00,2026-08-01 10:30:00,Khách lần đầu sử dụng dịch vụ,MANUAL,1,2026-07-12 05:00:00,2026-08-01 11:00:00
77,78,4,10,4,2026-09-09 13:30:00,2026-09-09 14:15:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-09-02 11:30:00,2026-09-09 15:30:00
78,79,1,12,2,2026-10-10 11:00:00,2026-10-10 12:00:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-09-11 03:00:00,2026-09-11 05:00:00
79,91,3,14,4,2026-08-08 09:00:00,2026-08-08 10:30:00,Đến sớm 10 phút,MANUAL,1,2026-07-18 05:00:00,2026-08-08 11:00:00
80,84,2,7,4,2026-07-06 11:00:00,2026-07-06 11:45:00,Đến sớm 10 phút,CUSTOMER,\N,2026-06-20 01:00:00,2026-07-06 13:00:00
81,53,5,5,4,2026-07-08 15:30:00,2026-07-08 17:00:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-06-25 13:30:00,2026-07-08 17:30:00
82,81,9,\N,1,2026-10-05 10:00:00,2026-10-05 12:00:00,Khách muốn phòng yên tĩnh,\N,\N,2026-10-01 05:00:00,2026-10-01 07:00:00
83,75,2,7,5,2026-08-18 13:30:00,2026-08-18 14:15:00,Da nhạy cảm,CUSTOMER,\N,2026-07-24 11:30:00,2026-07-24 13:30:00
84,81,8,\N,1,2026-10-09 10:00:00,2026-10-09 11:15:00,Da nhạy cảm,\N,\N,2026-09-23 06:00:00,2026-09-23 08:00:00
85,18,2,12,4,2026-08-15 13:30:00,2026-08-15 14:15:00,Khách lần đầu sử dụng dịch vụ,MANUAL,2,2026-08-10 09:30:00,2026-08-15 15:30:00
86,62,7,15,4,2026-09-09 15:30:00,2026-09-09 16:30:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-08-15 13:30:00,2026-09-09 17:30:00
87,93,9,12,4,2026-07-18 11:00:00,2026-07-18 13:00:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-06-18 02:00:00,2026-07-18 13:00:00
88,36,7,6,4,2026-08-08 13:30:00,2026-08-08 14:30:00,Khách lần đầu sử dụng dịch vụ,MANUAL,3,2026-07-23 09:30:00,2026-08-08 15:30:00
89,115,4,4,6,2026-08-10 11:00:00,2026-08-10 11:45:00,Da nhạy cảm,CUSTOMER,\N,2026-07-27 09:00:00,2026-07-27 11:00:00
90,104,4,4,4,2026-07-18 11:00:00,2026-07-18 11:45:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-06-18 03:00:00,2026-07-18 13:00:00
91,85,6,9,4,2026-08-05 15:30:00,2026-08-05 16:15:00,Ưu tiên nhân viên nữ,MANUAL,3,2026-07-06 11:30:00,2026-08-05 17:30:00
92,31,9,6,2,2026-09-17 15:30:00,2026-09-17 17:30:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-08-18 07:30:00,2026-08-18 09:30:00
93,50,3,12,4,2026-08-12 15:30:00,2026-08-12 17:00:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-07-22 12:30:00,2026-08-12 17:30:00
94,57,5,15,4,2026-07-23 13:30:00,2026-07-23 15:00:00,Ưu tiên nhân viên nữ,MANUAL,3,2026-07-03 12:30:00,2026-07-23 15:30:00
95,52,8,10,2,2026-10-02 13:30:00,2026-10-02 14:45:00,Ưu tiên nhân viên nữ,CUSTOMER,\N,2026-09-08 08:30:00,2026-09-08 10:30:00
96,88,4,\N,1,2026-09-28 10:00:00,2026-09-28 10:45:00,Khách lần đầu sử dụng dịch vụ,\N,\N,2026-09-22 01:00:00,2026-09-22 03:00:00
97,67,7,14,3,2026-09-14 15:30:00,2026-09-14 16:30:00,Khách lần đầu sử dụng dịch vụ,MANUAL,2,2026-09-04 06:30:00,2026-09-14 12:00:00
98,89,1,13,4,2026-09-03 15:30:00,2026-09-03 16:30:00,Da nhạy cảm,CUSTOMER,\N,2026-08-11 07:30:00,2026-09-03 17:30:00
99,112,9,8,5,2026-09-17 09:00:00,2026-09-17 11:00:00,Đến sớm 10 phút,AUTO,\N,2026-09-11 04:00:00,2026-09-11 06:00:00
100,72,2,9,2,2026-09-18 15:30:00,2026-09-18 16:15:00,Khách lần đầu sử dụng dịch vụ,MANUAL,2,2026-09-09 15:30:00,2026-09-09 17:30:00
101,43,2,12,4,2026-09-08 15:30:00,2026-09-08 16:15:00,Da nhạy cảm,CUSTOMER,\N,2026-08-27 09:30:00,2026-09-08 17:30:00
102,64,7,6,4,2026-07-16 09:00:00,2026-07-16 10:00:00,Da nhạy cảm,AUTO,\N,2026-06-24 01:00:00,2026-07-16 11:00:00
103,84,7,11,2,2026-10-02 09:00:00,2026-10-02 10:00:00,Da nhạy cảm,MANUAL,1,2026-09-12 09:00:00,2026-09-12 11:00:00
104,92,1,4,4,2026-07-30 13:30:00,2026-07-30 14:30:00,\N,CUSTOMER,\N,2026-07-12 06:30:00,2026-07-30 15:30:00
105,60,7,6,4,2026-08-08 09:00:00,2026-08-08 10:00:00,Đến sớm 10 phút,AUTO,\N,2026-07-09 09:00:00,2026-08-08 11:00:00
106,68,7,15,2,2026-09-28 11:00:00,2026-09-28 12:00:00,\N,MANUAL,3,2026-09-08 02:00:00,2026-09-08 04:00:00
107,25,4,5,4,2026-08-12 15:30:00,2026-08-12 16:15:00,Đến sớm 10 phút,CUSTOMER,\N,2026-07-13 12:30:00,2026-08-12 17:30:00
108,57,5,15,4,2026-09-04 13:30:00,2026-09-04 15:00:00,\N,AUTO,\N,2026-08-11 11:30:00,2026-09-04 15:30:00
109,49,9,6,4,2026-09-02 15:30:00,2026-09-02 17:30:00,Da nhạy cảm,MANUAL,1,2026-08-09 07:30:00,2026-09-02 17:30:00
110,39,9,6,4,2026-07-01 09:00:00,2026-07-01 11:00:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-06-29 00:00:00,2026-07-01 11:00:00
111,101,8,7,4,2026-07-02 09:00:00,2026-07-02 10:15:00,Đến sớm 10 phút,AUTO,\N,2026-06-28 08:00:00,2026-07-02 11:00:00
112,35,4,14,5,2026-09-28 15:30:00,2026-09-28 16:15:00,\N,MANUAL,3,2026-09-27 13:30:00,2026-09-27 15:30:00
113,79,7,10,4,2026-07-30 09:00:00,2026-07-30 10:00:00,\N,CUSTOMER,\N,2026-07-24 04:00:00,2026-07-30 11:00:00
114,42,3,9,4,2026-07-31 09:00:00,2026-07-31 10:30:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-07-27 03:00:00,2026-07-31 11:00:00
115,25,6,5,4,2026-08-04 15:30:00,2026-08-04 16:15:00,Khách lần đầu sử dụng dịch vụ,MANUAL,3,2026-07-25 12:30:00,2026-08-04 17:30:00
116,25,2,9,2,2026-10-09 13:30:00,2026-10-09 14:15:00,\N,CUSTOMER,\N,2026-10-05 11:30:00,2026-10-05 13:30:00
117,39,7,6,4,2026-08-07 15:30:00,2026-08-07 16:30:00,Da nhạy cảm,AUTO,\N,2026-07-28 11:30:00,2026-08-07 17:30:00
118,34,2,4,4,2026-08-31 11:00:00,2026-08-31 11:45:00,Ưu tiên nhân viên nữ,MANUAL,2,2026-08-30 05:00:00,2026-08-31 13:00:00
119,95,7,10,3,2026-09-14 15:30:00,2026-09-14 16:30:00,Ưu tiên nhân viên nữ,CUSTOMER,\N,2026-08-26 12:30:00,2026-09-14 12:00:00
120,64,5,5,4,2026-09-09 15:30:00,2026-09-09 17:00:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-08-19 11:30:00,2026-09-09 17:30:00
121,48,3,8,4,2026-08-21 09:00:00,2026-08-21 10:30:00,Đến sớm 10 phút,MANUAL,3,2026-08-01 09:00:00,2026-08-21 11:00:00
122,98,7,5,4,2026-08-03 15:30:00,2026-08-03 16:30:00,\N,CUSTOMER,\N,2026-08-02 08:30:00,2026-08-03 17:30:00
123,53,7,6,4,2026-08-28 09:00:00,2026-08-28 10:00:00,\N,AUTO,\N,2026-08-25 05:00:00,2026-08-28 11:00:00
124,106,2,7,5,2026-10-01 13:30:00,2026-10-01 14:15:00,Khách lần đầu sử dụng dịch vụ,MANUAL,1,2026-09-05 07:30:00,2026-09-05 09:30:00
125,39,3,12,4,2026-08-27 11:00:00,2026-08-27 12:30:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-08-01 03:00:00,2026-08-27 13:00:00
126,62,6,\N,6,2026-08-05 10:00:00,2026-08-05 10:45:00,\N,\N,\N,2026-07-29 03:00:00,2026-07-29 05:00:00
127,49,8,15,4,2026-07-15 13:30:00,2026-07-15 14:45:00,Ưu tiên nhân viên nữ,MANUAL,2,2026-07-11 10:30:00,2026-07-15 15:30:00
128,30,3,8,4,2026-08-19 15:30:00,2026-08-19 17:00:00,Đến sớm 10 phút,CUSTOMER,\N,2026-08-08 08:30:00,2026-08-19 17:30:00
129,22,6,14,2,2026-09-29 09:00:00,2026-09-29 09:45:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-09-04 01:00:00,2026-09-04 03:00:00
130,85,1,4,2,2026-10-01 11:00:00,2026-10-01 12:00:00,Đến sớm 10 phút,MANUAL,1,2026-09-05 11:00:00,2026-09-05 13:00:00
131,60,9,7,4,2026-08-07 09:00:00,2026-08-07 11:00:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-07-30 07:00:00,2026-08-07 11:00:00
132,57,4,\N,6,2026-08-17 10:00:00,2026-08-17 10:45:00,Da nhạy cảm,\N,\N,2026-07-23 00:00:00,2026-07-23 02:00:00
133,78,3,5,3,2026-09-14 15:30:00,2026-09-14 17:00:00,Khách lần đầu sử dụng dịch vụ,MANUAL,3,2026-09-11 08:30:00,2026-09-14 12:00:00
134,101,6,6,4,2026-07-28 15:30:00,2026-07-28 16:15:00,Da nhạy cảm,CUSTOMER,\N,2026-07-24 05:30:00,2026-07-28 17:30:00
135,18,2,12,5,2026-08-27 09:00:00,2026-08-27 09:45:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-08-24 04:00:00,2026-08-24 06:00:00
136,99,3,14,4,2026-07-13 15:30:00,2026-07-13 17:00:00,Khách lần đầu sử dụng dịch vụ,MANUAL,1,2026-06-15 09:30:00,2026-07-13 17:30:00
137,32,8,10,1,2026-09-21 11:00:00,2026-09-21 12:15:00,\N,CUSTOMER,\N,2026-09-04 02:00:00,2026-09-04 04:00:00
138,94,3,5,4,2026-07-28 13:30:00,2026-07-28 15:00:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-07-20 09:30:00,2026-07-28 15:30:00
139,26,4,4,4,2026-08-08 13:30:00,2026-08-08 14:15:00,Khách muốn phòng yên tĩnh,MANUAL,2,2026-07-26 12:30:00,2026-08-08 15:30:00
140,79,2,7,4,2026-08-19 15:30:00,2026-08-19 16:15:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-08-18 11:30:00,2026-08-19 17:30:00
141,21,1,10,4,2026-08-05 13:30:00,2026-08-05 14:30:00,\N,AUTO,\N,2026-08-03 10:30:00,2026-08-05 15:30:00
142,71,2,13,4,2026-07-16 13:30:00,2026-07-16 14:15:00,Khách lần đầu sử dụng dịch vụ,MANUAL,2,2026-07-11 09:30:00,2026-07-16 15:30:00
143,31,1,12,2,2026-10-17 09:00:00,2026-10-17 10:00:00,Da nhạy cảm,CUSTOMER,\N,2026-10-01 04:00:00,2026-10-01 06:00:00
144,35,3,8,4,2026-08-01 09:00:00,2026-08-01 10:30:00,\N,AUTO,\N,2026-07-24 01:00:00,2026-08-01 11:00:00
145,67,2,8,5,2026-09-19 13:30:00,2026-09-19 14:15:00,Khách muốn phòng yên tĩnh,MANUAL,2,2026-08-31 06:30:00,2026-08-31 08:30:00
146,109,9,12,2,2026-09-29 15:30:00,2026-09-29 17:30:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-09-22 07:30:00,2026-09-22 09:30:00
147,69,8,12,5,2026-08-29 09:00:00,2026-08-29 10:15:00,Đến sớm 10 phút,AUTO,\N,2026-08-26 00:00:00,2026-08-26 02:00:00
148,23,7,14,4,2026-08-20 11:00:00,2026-08-20 12:00:00,\N,MANUAL,3,2026-08-16 09:00:00,2026-08-20 13:00:00
149,37,8,6,2,2026-09-28 09:00:00,2026-09-28 10:15:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-09-21 04:00:00,2026-09-21 06:00:00
150,27,4,10,4,2026-08-03 09:00:00,2026-08-03 09:45:00,\N,AUTO,\N,2026-07-30 09:00:00,2026-08-03 11:00:00
151,115,4,4,2,2026-10-01 09:00:00,2026-10-01 09:45:00,Khách muốn phòng yên tĩnh,MANUAL,1,2026-09-16 09:00:00,2026-09-16 11:00:00
152,89,7,7,4,2026-08-24 15:30:00,2026-08-24 16:30:00,Da nhạy cảm,CUSTOMER,\N,2026-08-03 11:30:00,2026-08-24 17:30:00
153,68,9,11,5,2026-09-08 13:30:00,2026-09-08 15:30:00,\N,AUTO,\N,2026-08-30 11:30:00,2026-08-30 13:30:00
154,56,4,\N,1,2026-10-05 10:00:00,2026-10-05 10:45:00,\N,\N,\N,2026-10-04 06:00:00,2026-10-04 08:00:00
155,76,9,12,4,2026-08-01 11:00:00,2026-08-01 13:00:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-07-02 09:00:00,2026-08-01 13:00:00
156,46,6,11,5,2026-08-26 09:00:00,2026-08-26 09:45:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-08-15 00:00:00,2026-08-15 02:00:00
157,32,6,9,4,2026-08-20 11:00:00,2026-08-20 11:45:00,Khách lần đầu sử dụng dịch vụ,MANUAL,3,2026-08-09 09:00:00,2026-08-20 13:00:00
158,87,6,15,4,2026-08-07 11:00:00,2026-08-07 11:45:00,\N,CUSTOMER,\N,2026-07-17 02:00:00,2026-08-07 13:00:00
159,79,3,4,5,2026-08-25 11:00:00,2026-08-25 12:30:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-08-16 10:00:00,2026-08-16 12:00:00
160,16,1,6,4,2026-07-29 11:00:00,2026-07-29 12:00:00,Ưu tiên nhân viên nữ,MANUAL,3,2026-06-30 10:00:00,2026-07-29 13:00:00
161,92,8,6,6,2026-09-08 11:00:00,2026-09-08 12:15:00,Ưu tiên nhân viên nữ,CUSTOMER,\N,2026-08-17 07:00:00,2026-08-17 09:00:00
162,46,2,8,5,2026-09-07 11:00:00,2026-09-07 11:45:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-09-01 01:00:00,2026-09-01 03:00:00
163,26,8,15,2,2026-10-01 15:30:00,2026-10-01 16:45:00,Da nhạy cảm,MANUAL,1,2026-09-22 08:30:00,2026-09-22 10:30:00
164,49,4,\N,1,2026-09-19 10:00:00,2026-09-19 10:45:00,Đến sớm 10 phút,\N,\N,2026-08-23 06:00:00,2026-08-23 08:00:00
