id,staff_account_id,day_of_week,start_time,end_time,is_active,created_at,updated_at
38,16,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
39,16,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
40,16,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
41,16,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
42,16,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
43,17,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
44,17,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
45,17,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
46,17,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
47,17,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
48,17,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
49,18,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
50,18,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
51,18,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
52,18,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
53,18,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
54,18,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
55,19,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
56,19,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
57,19,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
58,19,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
59,19,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
60,19,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
61,20,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
62,20,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
63,20,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
64,20,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
65,20,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
66,20,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
67,21,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
68,21,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
69,21,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
70,21,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
71,21,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
72,21,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
73,22,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
74,22,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
75,22,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
76,22,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
77,22,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
78,22,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
79,23,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
80,23,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
81,23,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
82,23,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
83,23,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
84,23,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
85,24,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
86,24,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
87,24,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
88,24,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
89,24,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
90,24,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
